decade,performer,chart_weeks,share_of_decade_weeks
1970s,Stargard,19,0.000364
1970s,Lindisfarne,19,0.000364
1970s,Faces,19,0.000364
1970s,ConFunkShun,19,0.000364
1970s,Jack Blanchard & Misty Morgan,19,0.000364
1970s,Tammy Wynette,19,0.000364
1970s,Patrick Hernandez,19,0.000364
1970s,Cledus Maggard And The Citizen's Band,19,0.000364
1970s,Donna Summer With Brooklyn Dreams,19,0.000364
1970s,Edison Lighthouse,19,0.000364
1970s,Ben E. King,18,0.000345
1970s,Think,18,0.000345
1970s,Hot Butter,18,0.000345
1970s,The Jaggerz,18,0.000345
1970s,Dwight Twilley Band,18,0.000345
1970s,Foster Sylvers,18,0.000345
1970s,Moon Martin,18,0.000345
1970s,John Fogerty,18,0.000345
1970s,Shirley And Company,18,0.000345
1970s,Gayle McCormick,18,0.000345
1970s,G.Q.,18,0.000345
1970s,Evie Sands,18,0.000345
1970s,Vic Dana,18,0.000345
1970s,Black Sabbath,18,0.000345
1970s,Aretha Franklin with The Dixie Flyers,18,0.000345
1970s,Commander Cody,18,0.000345
1970s,Rose Colored Glass,18,0.000345
1970s,"Jimmy ""Bo"" Horne",18,0.000345
1970s,Mashmakhan,18,0.000345
1970s,The Poppy Family,18,0.000345
1970s,"Ecstasy, Passion & Pain",18,0.000345
1970s,McFadden & Whitehead,18,0.000345
1970s,Instant Funk,18,0.000345
1970s,Johnny Mathis/Deniece Williams,18,0.000345
1970s,Herb Alpert & The Tijuana Brass,18,0.000345
1970s,Roger Daltrey,18,0.000345
1970s,Carol Douglas,18,0.000345
1970s,Cashman & West,18,0.000345
1970s,The Sanford/Townsend Band,18,0.000345
1970s,London Symphony Orchestra,17,0.000326
1970s,Delaney & Bonnie,17,0.000326
1970s,Johnny Cash And The Tennessee Three,17,0.000326
1970s,Graham Nash,17,0.000326
1970s,Street People,17,0.000326
1970s,Brooklyn Dreams,17,0.000326
1970s,Tuxedo Junction,17,0.000326
1970s,Runt,17,0.000326
1970s,Rupert Holmes,17,0.000326
1970s,Joe Cocker and The Chris Stainton Band,17,0.000326
1970s,The Mike Curb Congregation,17,0.000326
1970s,GQ,17,0.000326
1970s,New England,17,0.000326
1970s,Buddy Miles & The Freedom Express,17,0.000326
1970s,Kraftwerk,17,0.000326
1970s,Tin Tin,17,0.000326
1970s,White Plains,17,0.000326
1970s,Wilton Place Street Band,17,0.000326
1970s,J.D. Souther,17,0.000326
1970s,Freddie Hart,17,0.000326
1970s,Mocedades,17,0.000326
1970s,Sutherland Brothers And Quiver,17,0.000326
1970s,Maynard Ferguson,17,0.000326
1970s,Ram Jam,17,0.000326
1970s,The Eleventh Hour,17,0.000326
1970s,The Rascals,17,0.000326
1970s,Melanie with The Edwin Hawkins Singers,17,0.000326
1970s,Brenda Russell,17,0.000326
1970s,Barbra Streisand & Neil Diamond,17,0.000326
1970s,Canned Heat,16,0.000307
1970s,"Marvin Hamlisch/""The Sting""",16,0.000307
1970s,Chanson,16,0.000307
1970s,Bettye Swann,16,0.000307
1970s,Kermit (Jim Henson),16,0.000307
1970s,Love And Kisses,16,0.000307
1970s,The Tee Set,16,0.000307
1970s,Kenny Loggins & Jim Messina,16,0.000307
1970s,Meri Wilson,16,0.000307
1970s,Johnny Guitar Watson,16,0.000307
1970s,Holland-Dozier,16,0.000307
1970s,The Floaters,16,0.000307
1970s,Gene Redding,16,0.000307
1970s,John Travolta & Olivia Newton-John & Cast,16,0.000307
1970s,Bonnie Raitt,16,0.000307
1970s,Don Covay,16,0.000307
1970s,"Earth, Wind & Fire with The Emotions",16,0.000307
1970s,Rex Smith,16,0.000307
1970s,Donny Osmond of The Osmonds,16,0.000307
1970s,Bobby Arvon,16,0.000307
1970s,Jonathan Edwards,16,0.000307
1970s,"The Stylistics Featuring Russell Thompkins,Jr.",16,0.000307
1970s,Maze Featuring Frankie Beverly,16,0.000307
1970s,Sweet Sensation,16,0.000307
1970s,Chaka Khan,16,0.000307
1970s,Mike Oldfield,16,0.000307
1970s,France Joli,16,0.000307
1970s,Cymarron,16,0.000307
1970s,The Joneses,16,0.000307
1970s,Shirley Brown,16,0.000307
1970s,Arlo Guthrie,16,0.000307
1970s,Don Ray,16,0.000307
1970s,Daddy Dewdrop,16,0.000307
1970s,John Sebastian,16,0.000307
1970s,Bell & James,16,0.000307
1970s,Paul Humphrey & His Cool Aid Chemists,16,0.000307
1970s,Humble Pie,16,0.000307
1970s,Paul Simon (with The Dixie Hummingbirds),16,0.000307
1970s,Ronnie McDowell,16,0.000307
1970s,Esther Phillips,16,0.000307
1970s,Lauren Wood,15,0.000287
1970s,Le Pamplemousse,15,0.000287
1970s,Kris Kristofferson & Rita Coolidge,15,0.000287
1970s,Black Oak Arkansas,15,0.000287
1970s,Larry Groce,15,0.000287
1970s,Loleatta Holloway,15,0.000287
1970s,Sailcat,15,0.000287
1970s,Pink Floyd,15,0.000287
1970s,John Lennon/Plastic Ono Band Yoko Ono/Plastic Ono Band,15,0.000287
1970s,John Lennon With The Plastic Ono Nuclear Band,15,0.000287
1970s,Joe Jackson,15,0.000287
1970s,Climax featuring Sonny Geraci,15,0.000287
1970s,Cliff DeYoung,15,0.000287
1970s,Climax,15,0.000287
1970s,Night,15,0.000287
1970s,Nick Lowe,15,0.000287
1970s,Jimi Hendrix,15,0.000287
1970s,Argent,15,0.000287
1970s,Bullet,15,0.000287
1970s,Roger Whittaker,15,0.000287
1970s,The Supremes & Four Tops,15,0.000287
1970s,Lenny Welch,15,0.000287
1970s,William Bell,15,0.000287
1970s,Mac And Katie Kissoon,15,0.000287
1970s,Gunhill Road,15,0.000287
1970s,Reunion,15,0.000287
1970s,Steve Martin And The Toot Uncommons,15,0.000287
1970s,Bulldog,15,0.000287
1970s,Van Mccoy,15,0.000287
1970s,Charlie,15,0.000287
1970s,Pacific Gas And Electric,15,0.000287
1970s,Jeanne Pruett,15,0.000287
1970s,Jay & The Americans,15,0.000287
1970s,Silvetti,15,0.000287
1970s,Edgar Winter's White Trash,15,0.000287
1970s,South Shore Commission,15,0.000287
1970s,The Chakachas,15,0.000287
1970s,Bobbi Martin,15,0.000287
1970s,Sniff 'n' the Tears,15,0.000287
1970s,Guy Drake,14,0.000268
1970s,Alive & Kicking,14,0.000268
1970s,Pratt & McClain with Brother Love,14,0.000268
1970s,Lou Reed,14,0.000268
1970s,Bobby Russell,14,0.000268
1970s,Little Richard,14,0.000268
1970s,Little Milton,14,0.000268
1970s,Bill Haley And His Comets,14,0.000268
1970s,Stephanie Mills,14,0.000268
1970s,Louisiana's LeRoux,14,0.000268
1970s,Tim Moore,14,0.000268
1970s,Heaven Bound with Tony Scotti,14,0.000268
1970s,Dan Fogelberg/Tim Weisberg,14,0.000268
1970s,Michel Polnareff,14,0.000268
1970s,Ian Thomas,14,0.000268
1970s,Paul Kelly,14,0.000268
1970s,Chee-Chee & Peppy,14,0.000268
1970s,Five Flights Up,14,0.000268
1970s,Elephant's Memory,14,0.000268
1970s,Paul Stookey,14,0.000268
1970s,Redeye,14,0.000268
1970s,The Beginning Of The End,14,0.000268
1970s,Mass Production,14,0.000268
1970s,Pure Prairie League,14,0.000268
1970s,Gwen McCrae,14,0.000268
1970s,Wadsworth Mansion,14,0.000268
1970s,Blue Haze,14,0.000268
1970s,Godspell,14,0.000268
1970s,Barry DeVorzon And Perry Botikin Jr.,14,0.000268
1970s,New Birth,14,0.000268
1970s,Commander Cody & His Lost Planet Airmen,14,0.000268
1970s,Neil Young & Crazy Horse,14,0.000268
1970s,Joe South,14,0.000268
1970s,Frederick Knight,14,0.000268
1970s,Art Garfunkel With James Taylor & Paul Simon,14,0.000268
1970s,Mott The Hoople,14,0.000268
1970s,Mickey Newbury,14,0.000268
1970s,The Michael Zager Band,14,0.000268
1970s,Roy Clark,14,0.000268
1970s,Crabby Appleton,14,0.000268
1970s,James Gang,14,0.000268
1970s,The Lost Generation,14,0.000268
1970s,Dottie West,14,0.000268
1970s,Deliverance/Eric Weissberg & Steve Mandell,14,0.000268
1970s,Richie Havens,14,0.000268
1970s,Apollo featuring Tom Parker,14,0.000268
1970s,Carl Graves,14,0.000268
1970s,Angel,14,0.000268
1970s,The Road Apples,14,0.000268
1970s,John Williams,14,0.000268
1970s,Alan Parsons,13,0.000249
1970s,Brook Benton With The Dixie Flyers,13,0.000249
1970s,Loudon Wainwright III,13,0.000249
1970s,Faith Band,13,0.000249
1970s,Loretta Lynn,13,0.000249
1970s,Danny O'Keefe,13,0.000249
1970s,The Hillside Singers,13,0.000249
1970s,Paul Anka/Odia Coates,13,0.000249
1970s,Polly Brown,13,0.000249
1970s,The New Colony Six,13,0.000249
1970s,Archie Bell & The Drells,13,0.000249
1970s,Joe Simon featuring The Mainstreeters,13,0.000249
1970s,Joe Stampley,13,0.000249
1970s,Mungo Jerry,13,0.000249
1970s,Niteflyte,13,0.000249
1970s,Tycoon,13,0.000249
1970s,Brighter Side Of Darkness,13,0.000249
1970s,Paul & Linda McCartney,13,0.000249
1970s,The Glass Bottle,13,0.000249
1970s,Sha Na Na,13,0.000249
1970s,Cheech & Chong Featuring Alice Bowie,13,0.000249
1970s,Cooper Brothers,13,0.000249
1970s,Musique,13,0.000249
1970s,Jody Miller,13,0.000249
1970s,Chi Coltrane,13,0.000249
1970s,Peter Nero,13,0.000249
1970s,"Barry DeVorzon and Perry Botkin, Jr.",13,0.000249
1970s,John Ono Lennon,13,0.000249
1970s,Cerrone,13,0.000249
1970s,Hagood Hardy,13,0.000249
1970s,Grace Jones,13,0.000249
1970s,"Ramsey Lewis And Earth, Wind & Fire",13,0.000249
1970s,"Hamilton, Joe Frank & Dennison",13,0.000249
1970s,Slave,13,0.000249
1970s,Sister Janet Mead,13,0.000249
1970s,The Statler Brothers,13,0.000249
1970s,Celi Bee & The Buzzy Bunch,13,0.000249
1970s,The Ramones,13,0.000249
1970s,The Raeletts,13,0.000249
1970s,Rick Nelson,13,0.000249
1970s,Dee Dee Warwick,13,0.000249
1970s,Johnnie Taylor (The Soul Philosopher),13,0.000249
1970s,The Ebonys,13,0.000249
1970s,Bloodrock,13,0.000249
1970s,Bill Cosby,13,0.000249
1970s,Justin Hayward,13,0.000249
1970s,Karen Young,13,0.000249
1970s,Bunny Sigler,13,0.000249
1970s,Mary Kay Place As Loretta Haggers,13,0.000249
1970s,Procol Harum,13,0.000249
1970s,Q,13,0.000249
1970s,Buffy Sainte-Marie,13,0.000249
1970s,Johnny Rodriguez,13,0.000249
1970s,Stillwater,13,0.000249
1970s,Sugar Bears,13,0.000249
1970s,Lulu,13,0.000249
1970s,MFSB,13,0.000249
1970s,Freddie North,12,0.00023
1970s,Liz Damon's Orient Express,12,0.00023
1970s,Lou Christie,12,0.00023
1970s,Les Crane,12,0.00023
1970s,Ron Banks And The Dramatics,12,0.00023
1970s,Fotomaker,12,0.00023
1970s,Frank Zappa,12,0.00023
1970s,Seatrain,12,0.00023
1970s,Giorgio Moroder,12,0.00023
1970s,Gonzalez,12,0.00023
1970s,Robin Gibb,12,0.00023
1970s,Gene Cotton With Kim Carnes,12,0.00023
1970s,Flash,12,0.00023
1970s,Gregg Allman,12,0.00023
1970s,Sounds Of Sunshine,12,0.00023
1970s,Spirit,12,0.00023
1970s,Steam,12,0.00023
1970s,Lady Flash,12,0.00023
1970s,Bram Tchaikovsky,12,0.00023
1970s,Eddie Floyd,12,0.00023
1970s,Pickettywitch,12,0.00023
1970s,T.G. Sheppard,12,0.00023
1970s,Ian Gomm,12,0.00023
1970s,Teegarden & Van Winkle,12,0.00023
1970s,Teri DeSario,12,0.00023
1970s,Paul McCartney,12,0.00023
1970s,Paul Stanley,12,0.00023
1970s,Jane Olivor,12,0.00023
1970s,The Cuff Links,12,0.00023
1970s,The De Franco Family,12,0.00023
1970s,Delegation,12,0.00023
1970s,The Grateful Dead,12,0.00023
1970s,Dan Fogelberg,12,0.00023
1970s,Jefferson Airplane,12,0.00023
1970s,Cross Country,12,0.00023
1970s,The Tarney/Spencer Band,12,0.00023
1970s,Byron MacGregor,12,0.00023
1970s,Natural Four,12,0.00023
1970s,Jim Capaldi,12,0.00023
1970s,Cyndi Grecco,12,0.00023
1970s,Joe Cocker with Leon Russell & The Shelter People,12,0.00023
1970s,The Manhattan Transfer,12,0.00023
1970s,John Cougar,12,0.00023
1970s,John Handy,12,0.00023
1970s,Consumer Rapport,12,0.00023
1970s,The Mystic Moods,12,0.00023
1970s,John Phillips,12,0.00023
1970s,Michael Parks,12,0.00023
1970s,Chuck Brown & The Soul Searchers,12,0.00023
1970s,John Valenti,12,0.00023
1970s,Justin Hayward & John Lodge,12,0.00023
1970s,Charlie Daniels,12,0.00023
1970s,Malo,12,0.00023
1970s,Melba Moore,12,0.00023
1970s,City Boy,12,0.00023
1970s,Clean Living,12,0.00023
1970s,Charlie Ross,12,0.00023
1970s,The Pipkins,12,0.00023
1970s,The Ray Charles Orchestra,12,0.00023
1970s,The Rubinoos,12,0.00023
1970s,Celebration featuring Mike Love,12,0.00023
1970s,Warren Zevon,12,0.00023
1970s,Leon & Mary Russell,12,0.00023
1970s,Bobby Byrd,12,0.00023
1970s,Alton McClain & Destiny,12,0.00023
1970s,Al DeLory,12,0.00023
1970s,Zwol,11,0.000211
1970s,Rubicon,11,0.000211
1970s,Fred Wesley & The J.B.'s,11,0.000211
1970s,Rufus/Chaka Khan,11,0.000211
1970s,"McGuinn, Clark & Hillman",11,0.000211
1970s,Frankie Avalon,11,0.000211
1970s,Quicksilver Messenger Service,11,0.000211
1970s,Stephen Stills-Manassas,11,0.000211
1970s,Cheryl Ladd,11,0.000211
1970s,Graham Nash & David Crosby,11,0.000211
1970s,Richard Harris,11,0.000211
1970s,Smith,11,0.000211
1970s,Gladstone,11,0.000211
1970s,Fantasy,11,0.000211
1970s,Lyn Collins,11,0.000211
1970s,Billy Ocean,11,0.000211
1970s,Mary Travers,11,0.000211
1970s,Joe South and The Believers,11,0.000211
1970s,Mickey Gilley,11,0.000211
1970s,Marshall Hain,11,0.000211
1970s,Dave & Ansil Collins,11,0.000211
1970s,Jo Jo Gunne,11,0.000211
1970s,Saint Tropez,11,0.000211
1970s,Funky Kings,11,0.000211
1970s,Wilbert Harrison,11,0.000211
1970s,Undisputed Truth,11,0.000211
1970s,The Jones Girls,11,0.000211
1970s,Narada Michael Walden,11,0.000211
1970s,Margie Joseph,11,0.000211
1970s,Jim Ed Brown,11,0.000211
1970s,Demis Roussos,11,0.000211
1970s,Desmond Child And Rouge,11,0.000211
1970s,Jake Holmes,11,0.000211
1970s,The Neighborhood,11,0.000211
1970s,Barbra Streisand/Donna Summer,11,0.000211
1970s,Disco Tex & The Sex-O-Lettes,11,0.000211
1970s,John & Ernest,11,0.000211
1970s,Benny Bell,11,0.000211
1970s,Herbie Hancock,11,0.000211
1970s,Herman Brood,11,0.000211
1970s,The Mixtures,11,0.000211
1970s,Potliquor,11,0.000211
1970s,Brotherhood Of Man,11,0.000211
1970s,Pink Lady,11,0.000211
1970s,Sharon Paige and Harold Melvin And The Blue Notes,10,0.000192
1970s,Melba Montgomery,10,0.000192
1970s,"The Souther, Hillman, Furay Band",10,0.000192
1970s,The South Side Movement,10,0.000192
1970s,"John Williams/""Jaws"" Soundtrack",10,0.000192
1970s,The People's Choice,10,0.000192
1970s,Bimbo Jet,10,0.000192
1970s,Pop-Tops,10,0.000192
1970s,Steve & Eydie Featuring The Osmonds,10,0.000192
1970s,Billy Thorpe,10,0.000192
1970s,Python Lee Jackson,10,0.000192
1970s,Facts Of Life,10,0.000192
1970s,Quincy Jones (feat. The Brothers Johnson),10,0.000192
1970s,Sons Of Champlin,10,0.000192
1970s,Biddu Orchestra,10,0.000192
1970s,Springwell,10,0.000192
1970s,Andy Pratt,10,0.000192
1970s,Prince,10,0.000192
1970s,Grateful Dead,10,0.000192
1970s,5000 Volts,10,0.000192
1970s,"Grover Washington, Jr.",10,0.000192
1970s,Richie Furay,10,0.000192
1970s,Sonny James,10,0.000192
1970s,The Rubettes,10,0.000192
1970s,Charlene,10,0.000192
1970s,Marvin Gaye & Tammi Terrell,10,0.000192
1970s,AC/DC,10,0.000192
1970s,Gary's Gang,10,0.000192
1970s,Limmie & Family Cookin',10,0.000192
1970s,Sweathog,10,0.000192
1970s,The Nitty Gritty Dirt Band,10,0.000192
1970s,Clout,10,0.000192
1970s,Emmylou Harris,10,0.000192
1970s,Plastic Bertrand,10,0.000192
1970s,Mighty Clouds Of Joy,10,0.000192
1970s,The Lovelites,10,0.000192
1970s,Penny Mclean,10,0.000192
1970s,Jeannie C. Riley,10,0.000192
1970s,Paul Simon/Phoebe Snow,10,0.000192
1970s,"Ashton, Gardner & Dyke",10,0.000192
1970s,Dickey Lee,10,0.000192
1970s,Ironhorse,10,0.000192
1970s,The Outlaws,10,0.000192
1970s,The Original Caste,10,0.000192
1970s,Tamiko Jones,10,0.000192
1970s,Kiki Dee,10,0.000192
1970s,Machine,10,0.000192
1970s,Jimmy Cliff,10,0.000192
1970s,Jefferson,10,0.000192
1970s,The English Congregation,10,0.000192
1970s,Narvel Felts,10,0.000192
1970s,The Walter Murphy Band,10,0.000192
1970s,The Village Soul Choir,10,0.000192
1970s,Marilyn Sellars,10,0.000192
1970s,The JB's,10,0.000192
1970s,The Boys In The Band,10,0.000192
1970s,Batdorf & Rodney,10,0.000192
1970s,Cymande,10,0.000192
1970s,Free Movement,10,0.000192
1970s,Funky Communication Committee,10,0.000192
1970s,Larry Santos,10,0.000192
1970s,Sea Level,10,0.000192
1970s,Traffic,10,0.000192
1970s,Allan Clarke,10,0.000192
1970s,Little Jimmy Osmond with The Mike Curb Congregation,10,0.000192
1970s,Bobbie Gentry & Glen Campbell,10,0.000192
1970s,Liquid Gold,9,0.000172
1970s,Louise Goffin,9,0.000172
1970s,Barry Mann,9,0.000172
1970s,Freddy Robinson,9,0.000172
1970s,Casey Kelly,9,0.000172
1970s,Carroll O'Connor And Jean Stapleton (As The Bunkers),9,0.000172
1970s,The Don Harrison Band,9,0.000172
1970s,The Brecker Brothers,9,0.000172
1970s,David Castle,9,0.000172
1970s,James Darren,9,0.000172
1970s,Odia Coates,9,0.000172
1970s,Davy Jones,9,0.000172
1970s,David Crosby/Graham Nash,9,0.000172
1970s,Doris Duke,9,0.000172
1970s,The Band Of The Black Watch,9,0.000172
1970s,Diana Ross & Michael Jackson,9,0.000172
1970s,Miguel Rios,9,0.000172
1970s,Cozy Powell,9,0.000172
1970s,Ian Lloyd,9,0.000172
1970s,Arthur Prysock,9,0.000172
1970s,Paul Williams,9,0.000172
1970s,"Israel ""Popper Stopper"" Tolbert",9,0.000172
1970s,Marmalade,9,0.000172
1970s,Marilyn Scott,9,0.000172
1970s,Danyel Gerard,9,0.000172
1970s,Hotlegs,9,0.000172
1970s,Edgar Winter,9,0.000172
1970s,Double Exposure,9,0.000172
1970s,Dusty Springfield,9,0.000172
1970s,John Lennon Plastic Ono Band,9,0.000172
1970s,The New Hope,9,0.000172
1970s,Arthur Alexander,9,0.000172
1970s,The Pipes And Drums And The Military Band Of The Royal Scots Dragoon Guards,9,0.000172
1970s,Mesa,9,0.000172
1970s,Messengers,9,0.000172
1970s,Mama Cass Elliot,9,0.000172
1970s,Red Sovine,9,0.000172
1970s,Goose Creek Symphony,9,0.000172
1970s,Manu Dibango,9,0.000172
1970s,Bill Amesbury,9,0.000172
1970s,Solomon Burke,9,0.000172
1970s,Sly Stone,9,0.000172
1970s,Firefly,9,0.000172
1970s,Shawn Phillips,9,0.000172
1970s,Jonathan Cain,9,0.000172
1970s,Steve Alaimo,9,0.000172
1970s,Stallion,9,0.000172
1970s,Mac McAnally,9,0.000172
1970s,Tom Clay,9,0.000172
1970s,Carlo Savina,9,0.000172
1970s,Gary Puckett,9,0.000172
1970s,Rod Stewart With Faces,9,0.000172
1970s,Voyage,9,0.000172
1970s,Afrique,9,0.000172
1970s,Sad Cafe,9,0.000172
1970s,Valerie Simpson,9,0.000172
1970s,Shirley & Squirrely,9,0.000172
1970s,The Raes,9,0.000172
1970s,Les Emmerson,9,0.000172
1970s,Linda Jones,9,0.000172
1970s,Francis Lai And His Orchestra,9,0.000172
1970s,McGuinness Flint,9,0.000172
1970s,Martha Reeves & The Vandellas,9,0.000172
1970s,(The Preacher) Bobby Womack,9,0.000172
1970s,Pockets,9,0.000172
1970s,Ernie (Jim Henson),9,0.000172
1970s,The Ovations (Featuring Louis Williams),9,0.000172
1970s,Susan Raye,9,0.000172
1970s,Bill LaBounty,9,0.000172
1970s,Billy Joe Royal,9,0.000172
1970s,Emitt Rhodes,9,0.000172
1970s,Dionne Warwicke,8,0.000153
1970s,Peter Skellern,8,0.000153
1970s,Jerry Butler Featuring Brenda Lee Eager,8,0.000153
1970s,Nino Tempo And 5th Ave. Sax,8,0.000153
1970s,The Heywoods,8,0.000153
1970s,Creedence Clearwater Revival Featuring John Fogerty,8,0.000153
1970s,Layng Martine,8,0.000153
1970s,The James Brown Soul Train,8,0.000153
1970s,Mother's Finest,8,0.000153
1970s,Bonnie Boyer,8,0.000153
1970s,Vincent Bell,8,0.000153
1970s,Diana Ross & The Supremes,8,0.000153
1970s,Terry Black & Laurel Ward,8,0.000153
1970s,The Marc Tanner Band,8,0.000153
1970s,"Diana Ross, Marvin Gaye, Smokey Robinson & Stevie Wonder",8,0.000153
1970s,Jane Birkin Serge Gainsbourg,8,0.000153
1970s,Joey Travolta,8,0.000153
1970s,The Delegates,8,0.000153
1970s,Trooper,8,0.000153
1970s,Tufano & Giammarese,8,0.000153
1970s,Kristy And Jimmy McNichol,8,0.000153
1970s,Little Johnny Taylor,8,0.000153
1970s,Bobby Darin,8,0.000153
1970s,Bobby Bare,8,0.000153
1970s,Boomer Castleman,8,0.000153
1970s,Z.Z. Hill,8,0.000153
1970s,Fox,8,0.000153
1970s,Joy Of Cooking,8,0.000153
1970s,Sherbet,8,0.000153
1970s,Marty Robbins,8,0.000153
1970s,Whatnauts,8,0.000153
1970s,The Real Thing,8,0.000153
1970s,Fantastic Four,8,0.000153
1970s,Gene Simmons,8,0.000153
1970s,Rush,8,0.000153
1970s,Splinter,8,0.000153
1970s,Waldo De Los Rios,8,0.000153
1970s,Special Delivery Featuring Terry Huff,8,0.000153
1970s,Michael Franks,8,0.000153
1970s,Soul Train Gang,8,0.000153
1970s,Chris Hodge,8,0.000153
1970s,Johnny Mathis & Deniece Williams,8,0.000153
1970s,Charlie Kulis,8,0.000153
1970s,Giorgio,8,0.000153
1970s,Fern Kinney,8,0.000153
1970s,Errol Sober,8,0.000153
1970s,Lunar Funk,8,0.000153
1970s,Gypsy,8,0.000153
1970s,Kellee Patterson,8,0.000153
1970s,Johnny Cash & June Carter,8,0.000153
1970s,Sugarhill Gang,8,0.000153
1970s,Elvin Bishop Featuring Mickey Thomas,8,0.000153
1970s,Eloise Laws,8,0.000153
1970s,John Rowles,8,0.000153
1970s,Bert Sommer,8,0.000153
1970s,Doucette,8,0.000153
1970s,Michel Legrand,8,0.000153
1970s,Graham Parker And The Rumour,8,0.000153
1970s,Purple Reign,8,0.000153
1970s,Third World,8,0.000153
1970s,Average White Band,8,0.000153
1970s,O.V. Wright,8,0.000153
1970s,Carrie,8,0.000153
1970s,Nolan,8,0.000153
1970s,Danny Holien,8,0.000153
1970s,The Buggles,8,0.000153
1970s,Don Goodwin,8,0.000153
1970s,The McCrarys,8,0.000153
1970s,Mistress,8,0.000153
1970s,Cal Smith,8,0.000153
1970s,Little Anthony And The Imperials,8,0.000153
1970s,C.C. & Company,8,0.000153
1970s,Wildfire,7,0.000134
1970s,Gary Puckett And The Union Gap,7,0.000134
1970s,"Traffic, Etc.",7,0.000134
1970s,Vigrass & Osborne,7,0.000134
1970s,Brian Protheroe,7,0.000134
1970s,Carrie Lucas,7,0.000134
1970s,The Heart And Soul Orchestra,7,0.000134
1970s,Creative Source,7,0.000134
1970s,The Incredible Bongo Band,7,0.000134
1970s,The Kendalls,7,0.000134
1970s,Conway Twitty with Joni Lee,7,0.000134
1970s,Lois Fletcher,7,0.000134
1970s,Salvage,7,0.000134
1970s,John Baldry,7,0.000134
1970s,Nature's Divine,7,0.000134
1970s,The Tubes,7,0.000134
1970s,Kongas,7,0.000134
1970s,"Peter, Paul & Mary",7,0.000134
1970s,Ten Wheel Drive With Genya Ravan,7,0.000134
1970s,Teri DeSario With K.C.,7,0.000134
1970s,James Brown-Lyn Collins,7,0.000134
1970s,Parker McGee,7,0.000134
1970s,Mr. Big,7,0.000134
1970s,P-Nut Gallery,7,0.000134
1970s,James Walsh Gypsy Band,7,0.000134
1970s,Country Joe McDonald,7,0.000134
1970s,Crawler,7,0.000134
1970s,Mike Kennedy,7,0.000134
1970s,Nancy Wilson,7,0.000134
1970s,David & Jimmy Ruffin,7,0.000134
1970s,Otis Leaville,7,0.000134
1970s,The Dirt Band,7,0.000134
1970s,Pat Travers,7,0.000134
1970s,David Laflamme,7,0.000134
1970s,Oak,7,0.000134
1970s,Outlaws,7,0.000134
1970s,The Faragher Bros.,7,0.000134
1970s,John Kay,7,0.000134
1970s,Arkade,7,0.000134
1970s,Dynamic Superiors,7,0.000134
1970s,The Mob,7,0.000134
1970s,Bill Deal & The Rhondels,7,0.000134
